2021-10-17 08:26:50 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (4c2806aa-c137-42d3-b398-226d83af316f)] -> id: login]] Present.
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (f94b1e4d-dfc7-49ab-b9ef-5e601124caff)] -> id: login]] Present.
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:05 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:06 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:06 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:06 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (f94b1e4d-dfc7-49ab-b9ef-5e601124caff)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:06 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (f94b1e4d-dfc7-49ab-b9ef-5e601124caff)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:07 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:07 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (ddcfae98-ddc2-4c44-bb5e-c08a545a4ef0)] -> id: login]] Present.
2021-10-17 08:28:07 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:07 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:08 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:08 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (ddcfae98-ddc2-4c44-bb5e-c08a545a4ef0)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:15 INFO  Base : 49 - [onTestFailure] Screenshot captured for test case: testThreeUnstableTest
2021-10-17 08:28:22 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:22 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (1e035874-3bc7-4e1b-9d92-6ac36f8daa60)] -> id: login]] Present.
2021-10-17 08:28:22 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:22 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:23 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:23 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (1e035874-3bc7-4e1b-9d92-6ac36f8daa60)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:30 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:30 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (fb2dbda4-e393-4646-8611-3f549a014979)] -> id: login]] Present.
2021-10-17 08:28:31 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:31 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:31 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:31 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (fb2dbda4-e393-4646-8611-3f549a014979)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:31 INFO  Base : 49 - [onTestFailure] Screenshot captured for test case: testThreeExpectedFailure
2021-10-17 08:28:44 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:44 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (bedaa058-bd51-4b94-8ee2-b82f94c041af)] -> id: login]] Present.
2021-10-17 08:28:44 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:44 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (5af1dca1-a1e0-47ec-a3b3-fa94c960ff50)] -> id: login]] Present.
2021-10-17 08:28:45 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:45 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:45 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:45 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:46 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:46 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:46 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (5af1dca1-a1e0-47ec-a3b3-fa94c960ff50)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:46 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (5af1dca1-a1e0-47ec-a3b3-fa94c960ff50)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:47 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:47 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (fa6ac2dc-a804-4bbf-9235-1a454060d3bf)] -> id: login]] Present.
2021-10-17 08:28:47 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:47 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:48 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:48 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (fa6ac2dc-a804-4bbf-9235-1a454060d3bf)] -> css selector: .flash.success]] Present.
2021-10-17 08:28:58 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:28:58 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (84a8e705-9e26-4a9e-a55d-80555502d293)] -> id: login]] Present.
2021-10-17 08:28:58 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:28:58 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:28:59 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:28:59 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (84a8e705-9e26-4a9e-a55d-80555502d293)] -> css selector: .flash.success]] Present.
2021-10-17 08:29:07 INFO  test.java.pageobjects.BasePage : 25 - [visit] 'http://the-internet.herokuapp.com/login' URL
2021-10-17 08:29:07 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (15d76b6c-59b6-4519-82f3-f6c0766b1c6f)] -> id: login]] Present.
2021-10-17 08:29:07 INFO  test.java.pageobjects.BasePage : 39 - [type] 'tomsmith' into 'By.id: username' locator
2021-10-17 08:29:08 INFO  test.java.pageobjects.BasePage : 39 - [type] 'SuperSecretPassword!' into 'By.id: password' locator
2021-10-17 08:29:08 INFO  test.java.pageobjects.BasePage : 34 - [click] on 'By.cssSelector: button' locator
2021-10-17 08:29:08 INFO  test.java.pageobjects.BasePage : 44 - [isDisplayed] Element [[[FirefoxDriver: firefox on WINDOWS (15d76b6c-59b6-4519-82f3-f6c0766b1c6f)] -> css selector: .flash.success]] Present.
2021-10-17 08:29:08 INFO  Base : 49 - [onTestFailure] Screenshot captured for test case: testFourExpectedFailure
